id,Exercise name,Gender,instructions,avg_time_per_rep,is_per_side,exercise_type,place,equipments,requires_weight,weight_unit,recommended_weight_range
417,Seated Dumbbell  Chair Calf Raises,both,1. Sit. 2. Weights on knees. 3. Raise heels.,3,false,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
418,Seated Dumbbell Bicep Curls,both,1. Sit. 2. Curl DBs.,3,false,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
419,Seated Dumbbell Concentration Curls,both,1. Sit. 2. Elbow on inner thigh. 3. Curl.,3,false,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
420,Seated Dumbbell Palm-Down Wrist Curls  Forearm Curls,both,1. Forearm on thigh. 2. Curl wrist up (extensors).,3,false,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
421,Seated Dumbbell Palm-Up Wrist Curls  Forearm Curls,both,1. Forearm on thigh (palms up). 2. Curl wrist.,3,false,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
422,Seated Dumbbell Wrist Rotations  Circles,both,1. Hold DB. 2. Rotate wrist.,15,false,Stretching,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
423,Seated Extended Leg Raises  Flutter Kicks,both,1. Chair edge. 2. Lean back. 3. Flutter legs.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
424,Seated Hamstring Stretches,both,1. Leg straight on floor/stool. 2. Hinge forward.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
425,Seated Jumping Jacks  Star Jumps,both,1. Sit. 2. Open arms/legs wide. 3. Close.,1,false,Cardio,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
426,Seated Knee  Leg Lifts  Elevations,both,1. Sit tall. 2. Lift knee high.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
427,Seated Knee Extensions,both,1. Sit. 2. Extend knee.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
428,Seated Knee to Elbows  Chair Cross Body Crunches  Bicycles,both,1. Sit. 2. Hands behind head. 3. Twist elbow to opposite knee.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
429,Seated Lateral  Side Shoulder Dumbbell Raises,both,1. Sit. 2. Raise DBs side.,3,true,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
430,Seated Lean Backs  Chair Crunches,both,1. Sit forward. 2. Cross arms. 3. Lean back until abs shake. 4. Return.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
431,Seated Leg Curls,both,1. Machine setup. 2. Pad over ankles. 3. Curl down.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
432,Seated Low Cable Back Rows,both,1. Feet on pads. 2. Grip handle. 3. Row to stomach.,3,false,Strength,Gym,"[""Cable Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
433,Seated Lumbar Rotations  Chair Twists,both,1. Sit tall. 2. Twist torso side to side.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
434,Seated Machine Back Row,both,1. Chest pad. 2. Row handles.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
435,Seated Machine Calf Raises,both,1. Knees under pads. 2. Raise heels.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
436,Seated Machine Leg Extensions,both,1. Back pad adjust. 2. Pad on shins. 3. Extend.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
437,Seated Neck Stretch,both,1. Sit. 2. Gentle tilt.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
438,Seated Neck Turns  Head Rotations,both,1. Sit. 2. Look left/right.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
439,Seated Palm-Down Wrist Curls  Forearm Curls,both,1. Palms down curl.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
440,Seated Palm-Up Wrist Curls  Forearm Curls,both,1. Palms up curl.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
441,Seated Prayer Stretch,both,1. Hands together prayer. 2. Press down/out.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
442,Seated Punches,both,1. Sit tall. 2. Punch fwd.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
443,Seated Resistance Band Leg  Hip Abduction,both,1. Band round knees. 2. Open knees.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
444,Seated Resistance Band Leg Curls  Flexions,both,1. Band anchor fwd. 2. Loop heels. 3. Curl back.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
445,Seated Resistance Bands Leg Presses  Extensions,both,1. Hold band handles. 2. Loop foot. 3. Press out.,3,false,Strength,Gym,"[""Machine"", ""Resistance Band""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
446,Seated Resistance Knee Flexion,both,1. Slide heel back.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
447,Seated Rest  Water Break,both,1. Drink water. 2. Breathe. 3. Recover.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
448,Seated Shoulder Hammer  Overhead Presses,both,1. Sit. 2. Press overhead.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
449,Seated Shoulder Rolls  Shrugs,both,1. Roll shoulders back/fwd.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
450,Seated Side  Chair Leans,both,1. Lean torso to side.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
451,Seated Side Bends  Lat Stretch,both,1. Sit tall. 2. Reach one hand over head to opposite side.,15,true,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
452,Seated Single  One Arm Overhead Dumbbell Tricep Extensions,both,1. Sit. 2. DB overhead. 3. Bend elbow behind head.,3,true,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
453,Seated Single  One Leg Balance  Holds,both,1. Sit on edge. 2. Lift one foot off floor. 3. Balance.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
454,Seated Tricep Press  Overhead Extensions,both,1. Sit. 2. 1 DB both hands overhead. 3. Bend elbows.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
455,Seated Vacuum,both,1. Sit. 2. Exhale ALL air. 3. Suck stomach in (under ribs). 4. Hold.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
456,Semi-Supine Laying Down  Constructive Rest Position,both,"1. Lie on back. 2. Knees bent, feet flat. 3. Relax psoas.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
457,Shadow Boxing,both,"1. Boxer stance. 2. Punch air (Jab, Cross, Hook). 3. Move feet.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
458,Shoulder Pole  Broomstick Stretch,both,1. Grip stick wide. 2. Pass over head to back. 3. Return (Dislocate).,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
459,Shoulder Stretch,both,1. Arm across chest.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
460,Side  Lateral Medicine Ball Throw  Slam,both,1. Ball overhead. 2. Pivot. 3. Slam to side.,3,true,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
461,Side  Lateral Shuffles  Hops  Skaters,both,1. Jump sideways. 2. Land on outside leg. 3. Cross other leg behind.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
462,Side  Oblique Crunches,both,1. Lie on back/side tilt. 2. Crunch elbow to hip.,3,true,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
463,Side Lateral Leg  Hip Swings,both,1. Stand. 2. Swing leg across/out.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
464,Side Lying Quadricep Stretch,both,1. Side lie. 2. Grab top ankle. 3. Pull heel to butt.,15,true,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
465,Side Plank,both,1. Elbow under shoulder. 2. Feet stacked. 3. Lift hips.,3,true,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
466,Side Plank Dumbbell Hip Raises,both,1. Side plank. 2. Hold DB on hip. 3. Dip and lift hips.,3,true,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
467,Side Plank Hip Raises,both,1. Side plank. 2. Lower hips. 3. Drive up.,3,true,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
468,Side Plank Leg Raises,both,1. Side plank. 2. Lift top leg (Star plank).,3,true,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
469,Side Plank Rotations  Elbow Twists,both,1. Side plank. 2. Reach top arm under body. 3. Open up.,15,true,Stretching,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
470,Side to Side Jump Squats,both,1. Squat width. 2. Jump sideways. 3. Land in squat.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
471,Single  One Arm  Floor Glute Bridge Press,both,1. Bridge position. 2. One arm press.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
472,Single  One Arm Alternating Dumbbell  Chest  Flat Bench Press,both,1. Bench press setup. 2. Press one arm then other.,3,true,Strength,Gym,"[""Dumbbells"", ""Bench""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
473,Single  One Arm Cable Lateral  Side Raises  Shoulder Abductions,both,1. Low pulley side. 2. Raise arm.,3,true,Strength,Gym,"[""Cable Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
474,Single  One Arm Chest Press,both,1. Stand or sit. 2. Press one arm.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
475,Single  One Arm Dumbbell  Suitcase Carry,both,1. 1 Heavy DB/KB at side. 2. Walk.,3,true,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
476,Single  One Arm Dumbbell Bench Rows,both,1. Knee/hand on bench. 2. Flat back. 3. Row.,3,true,Strength,Gym,"[""Dumbbells"", ""Bench""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
477,Single  One Arm Front Water Bottle Raises,both,1. Lift bottle front.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
478,Single  One Arm Kneeling T-Bar  Landmine Presses,both,1. Kneel. 2. Press bar.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
479,Single  One Arm Medicine Ball Push-Ups  Pushups,both,"1. One hand on ball, one on floor. 2. Pushup.",3,true,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
480,Single  One Arm Overhead Dumbbell Squats,both,1. 1 DB overhead. 2. Squat.,3,true,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
481,Single  One Arm Wall Push Ups  Push-Ups,both,1. Stand near wall. 2. One hand lean. 3. Push.,3,true,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
482,Single  One Leg Balance  Holds,both,1. Stand on one leg. 2. Hold.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
483,Single  One Leg Bench Bodyweight Squats,both,1. Stand in front of bench. 2. Lift one leg. 3. Sit and Stand.,3,true,Strength,Gym,"[""Bench""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
484,Single  One Leg Hip Raises  Glute Bridges  Hip Extensions with Leg Lift,both,1. Lie flat. 2. One foot down. 3. Lift hips.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
485,Single  One Leg Hops  Jumps,both,1. Hop on one leg.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
486,Single  One Straight Leg Dumbbell Deadlift,both,"1. Stand. 2. Hinge forward, leg lifts behind. 3. Torso horizontal.",3,true,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
487,Single Arm Front Raises,both,1. Raise 1 DB front.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
488,Single Arm Front Raises to Overhead Extension,both,1. Raise front. 2. All way up.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
489,Single Arm Side  Lateral Raises  Shoulder Abductions,both,1. Raise side.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
490,Single Arm Side  Lateral Raises to Overhead Extension,both,1. Raise side. 2. All way up.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
491,Single Dumbbell  One Arm Lateral Raises  Side Flyes  Shoulder Abductions,both,1. Lateral raise 1 arm.,3,true,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
492,Sissy Squats,both,"1. Hold support. 2. Knees forward, lean torso back. 3. Heels up.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
493,Sit-ups,both,1. Lie flat. 2. Knees bent. 3. Sit all the way up.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
494,Sled Pulls,both,1. Harness or rope. 2. Walk backwards/row.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
495,Sled Pushes,both,1. Hands on sled. 2. Drive legs.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
496,Smith Machine Bench Chest Press,both,1. Bench in Smith. 2. Bar to chest. 3. Press.,3,false,Strength,Gym,"[""Machine"", ""Bench""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
497,Smith Machine Leg Press  Reverse Squats,both,1. Lie on floor under bar. 2. Feet on bar. 3. Press up.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
498,Smith Machine Shoulder Press,both,1. Seat in Smith. 2. Press.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
499,Smith Machine Squats,both,1. Bar on traps. 2. Feet forward (lean back allowed). 3. Squat.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
500,Snap Jumps,both,1. Plank. 2. Jump feet to hands. 3. Jump feet back.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
501,Spiderman Push-ups  Pushups,both,"Start in a standard push-up position. As you lower your body, lift your right foot off the floor and swing your right knee out sideways towards your right elbow. Push back up to the starting position while returning your leg. Repeat on the left side, bringing your left knee towards your left elbow.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
502,Split Alternating Squat Jumps,both,"Start in a split squat stance with one leg forward and one back. Lower into a squat then explosively jump up, switching your legs in mid-air so you land with the opposite leg forward. Immediately lower into the next squat.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
503,Sports - Baseball  Softball  Rounders,both,Simulate the rotational movements of swinging a bat or throwing a ball. Focus on generating power from the hips and transferring it through the torso. Include practice swings and sprints.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
504,Sports - Hacky Sack  Footbag,both,"Practice foot dexterity and coordination by keeping a footbag (hacky sack) off the ground using your feet, knees, and chest. Perform stalls and passes.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
505,Sports - Soccer  Football,both,"Engage in soccer-specific drills: dribbling cones, passing against a wall, shooting practice, and short sprints. Focus on agility and ball control.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
506,Sports - Tennis  Paddle  Racquetball,both,"Practice lateral shuffles, split steps, and swing mechanics. Focus on quick bursts of movement and reaction time drills.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
507,Sprints,both,Run at maximum speed for a short distance or time interval. Recover fully or actively before the next sprint. Maintain upright posture and drive your knees high.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
508,Squat Jacks  Side Sumo Walks,both,Start in a squat position. Jump your feet out wide while staying low in the squat (like a jumping jack). Jump feet back together. Keep the chest up throughout.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
509,Squats to Side Leg Raises  Lifts,both,"Perform a standard bodyweight squat. As you stand up, lift one leg out to the side (abduction). Lower the foot and immediately go into the next squat, alternating sides.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
510,Stability  Swiss  Exercise Ball Ab Pike Press,both,"Start in a push-up position with your shins on a stability ball. Keep your legs straight. Lift your hips high towards the ceiling, pulling the ball in towards your hands (pike). Lower back to flat plank.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
511,Stability  Swiss  Exercise Ball Back Extensions,both,"Lie face down with your stomach on the stability ball and feet braced against a wall or heavy object. Place hands behind your head. Lower your chest over the ball, then fast lifting your torso using your lower back muscles.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
512,Stability  Swiss  Exercise Ball Bench Russian Twists,both,"Lie with your upper back supported on the stability ball, feet flat on the floor, hips lifted (bridge position). Clasp hands together and rotate your torso to one side, rolling onto one shoulder, then rotate to the other side.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
513,Stability  Swiss  Exercise Ball Bicep Curls,both,Sit on the stability ball with feet flat on the floor. Hold dumbbells. Perform bicep curls while maintaining balance and an upright posture.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
514,Stability  Swiss  Exercise Ball Crunches,both,"Lie with your lower back on the stability ball, feet flat on the floor. Crunch your upper body forward, contracting your abs. Lower back down until your back slightly arches over the ball.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
515,Stability  Swiss  Exercise Ball Dumbbell Chest Flyes,both,"Lie with your upper back on the stability ball, hips engaged in a bridge. Hold dumbbells above your chest. Lower them out to the sides in a wide arc, then bring them back together performing a flye.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
516,Stability  Swiss  Exercise Ball Dumbbell Chest Press,both,"Lie with your upper back on the stability ball, hips elevated in a bridge. Press dumbbells from chest level straight up towards the ceiling.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
517,Stability  Swiss  Exercise Ball Dumbbell Shoulder Press,both,Sit upright on a stability ball. Press dumbbells from shoulder height overhead until arms are extended.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
518,Stability  Swiss  Exercise Ball Hamstring Leg Curl  Hip Raise  Bridge,both,"Lie on your back with heels on the stability ball. Lift hips into a bridge. Curl the ball towards your glutes by bending your knees, then extend legs back out.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
519,Stability  Swiss  Exercise Ball Hand Off  V-Pass,both,Lie on your back holding the ball between your hands. Lift legs and arms. Pass the ball from hands to feet. Lower limbs towards floor (without touching). Lift back up and pass ball from feet to hands.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
520,Stability  Swiss  Exercise Ball Knee Tuck to Chest,both,"Start in a push-up position with shins on the ball. Tuck your knees in towards your chest, rolling the ball forward. Extend legs back out to plank.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
521,Stability  Swiss  Exercise Ball Leg Lifts,both,Lie face down over the ball with hands on the floor for balance. Lift legs straight up behind you using glutes and lower back.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
522,Stability  Swiss  Exercise Ball Plank,both,"Place your forearms on the stability ball and extend legs back into a plank position. Hold the position, keeping your body in a straight line.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
523,Stability  Swiss  Exercise Ball Push Ups  Press Ups,both,"Place hands on the stability ball and perform push-ups. Alternatively, place feet on the ball and hands on floor.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
524,Stability  Swiss  Exercise Ball Pushups  Push-ups,both,Perform push-ups with your hands on top of the stability ball to increase instability and core recruitment.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
